facility,zone,city,timestamp,road_incidents,road_closures,transit_disruption_index,major_event_index,travel_friction_index,source_category
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-01 12:00:00,2,2,0.19492075315805563,0.23122804115390844,0.7054479799381155,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-01 13:00:00,0,0,0.6318351257492276,0.09499005785510736,0.19781164793790734,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-01 14:00:00,1,0,0.04071766886214878,0.27011325892185706,0.19082586424421022,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-01 15:00:00,1,0,0.30277756675044126,0.07853097808541877,0.2220545338689157,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-01 16:00:00,1,0,0.647127371307991,0.12483354456958475,0.3286590437715462,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-01 17:00:00,5,0,0.28304421038612904,0.0828668521726713,0.6974830863861038,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-01 18:00:00,0,0,0.1877763990123133,0.0613818701559067,0.0660814031577472,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-01 19:00:00,2,0,0.05493975783735962,0.4116605939856165,0.3459484628712963,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-01 20:00:00,1,0,0.250200401778445,0.02048645191022668,0.19456313191821448,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-01 21:00:00,3,1,0.6074416102702339,0.09381904142402508,0.7307238399889511,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-01 22:00:00,2,1,0.15376694906374308,0.07793985684219681,0.48020151424313134,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-01 23:00:00,1,0,0.25816323996535107,0.18196353374614374,0.23231768461444993,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-02 00:00:00,1,0,0.5343547317418061,0.0854802316570291,0.28842497585225213,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-02 01:00:00,2,0,0.4239355888575624,0.2307124085059647,0.4094586947514297,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-02 02:00:00,1,0,0.0630792577700345,0.21539313815181751,0.1850486825690095,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-02 03:00:00,0,1,0.05167548211093312,0.17189321593435716,0.23228564249661984,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-02 04:00:00,1,0,0.08458447745504002,0.1976053717139806,0.18715683546448694,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-02 05:00:00,2,0,0.4311704422156468,0.1306487045331309,0.3894704388176699,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-02 06:00:00,3,0,0.4479537906543479,0.08130185324527082,0.503313469097177,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-02 07:00:00,0,0,0.2942088693258683,0.114289859279529,0.10752225245273953,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-02 08:00:00,2,0,0.384026262738543,0.2956119077325223,0.41256197326794697,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-02 09:00:00,4,1,0.0661436749548422,0.06436091022720988,0.6926796292373419,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-02 10:00:00,0,0,0.12306317050850964,0.19167733558544994,0.07662670157118169,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-02 11:00:00,0,0,0.29395507183888764,0.11838532062871295,0.1083521906532054,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-02 12:00:00,1,0,0.09841104535213792,0.15478338259096303,0.18160743686861047,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-02 13:00:00,1,0,0.06268118256313354,0.40896399226580415,0.2275228094161543,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-02 14:00:00,1,0,0.20751892533995864,0.23583079138733426,0.22998807320040193,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-02 15:00:00,2,1,0.36520828411614503,0.10104188948654062,0.5444875352395595,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-02 16:00:00,4,2,0.4066887475066863,0.028909587204666066,0.9602329584868986,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-02 17:00:00,1,1,0.21192617052641927,0.11148773701607123,0.38386662989093306,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-02 18:00:00,2,0,0.2987452096129961,0.09431997571827788,0.34439905334966003,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-02 19:00:00,6,1,0.24376701019505398,0.20659455361435022,1.0,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-02 20:00:00,0,0,0.20269649507891987,0.06364349708099225,0.07075658797991587,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-02 21:00:00,0,0,0.06401827531175538,0.0788821407627384,0.03527918805509396,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-02 22:00:00,2,1,0.6433096158793722,0.10847907307817388,0.6239920885234225,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-02 23:00:00,1,0,0.35749883620270567,0.13373585129895443,0.24952156142252754,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-03 00:00:00,2,1,0.17736965179584815,0.06757496263703414,0.48452999428298493,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-03 01:00:00,2,0,0.3777524333536028,0.26559396903985383,0.4042013545277766,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-03 02:00:00,2,1,0.16735639568652622,0.3210974741514079,0.537501235105537,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-03 03:00:00,2,0,0.1163243039912627,0.05708657822195025,0.2851298523263826,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-03 04:00:00,3,1,0.5232660766832736,0.16827438413413068,0.7235348659808254,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-03 05:00:00,1,0,0.5249993079983603,0.08605158487188035,0.28593115491135457,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-03 06:00:00,1,0,0.15235961921734403,0.507325314802205,0.2742722626373414,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-03 07:00:00,0,0,0.14029576788924733,0.2521935420157088,0.0947653942524452,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-03 08:00:00,3,0,0.4885445592837338,0.17983387463037,0.5363559290181269,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-03 09:00:00,1,0,0.054785793830891626,0.0509923832221209,0.14655834658151626,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-03 10:00:00,1,0,0.12098869154075628,0.11182059775650842,0.1784773651378436,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-03 11:00:00,1,1,0.03127558030901178,0.29716572133823466,0.3741336211809349,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-03 12:00:00,1,1,0.11543403782482109,0.11243968256626469,0.3570582607555281,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-03 13:00:00,0,1,0.04188223482520372,0.04892227190051775,0.20248992556917095,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-03 14:00:00,0,0,0.23964302814565613,0.5936002213018191,0.19769209656718392,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-03 15:00:00,1,1,0.442246355431223,0.06267967315143265,0.43761850761405763,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-03 16:00:00,2,0,0.23024013236433677,0.03971213974775518,0.3132039078065204,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-03 17:00:00,1,1,0.47404915388487123,0.0038435670216413597,0.43357934783252505,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-03 18:00:00,1,0,0.053445816490742225,0.06594731685299038,0.1494732383250657,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-03 19:00:00,1,1,0.13474409546035485,0.10806387481652187,0.36150239918853416,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-03 20:00:00,1,0,0.18354526855309683,0.19072970730848865,0.21335321080273462,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-03 21:00:00,3,0,0.20624365687929538,0.5214881290493368,0.5324756123170568,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-03 22:00:00,1,0,0.015300461327052756,0.24062388526172115,0.17722138392915343,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-03 23:00:00,2,0,0.47286410437996745,0.01725643641853923,0.37619836523846956,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-04 00:00:00,1,0,0.18196565122478603,0.03877222138341246,0.1794802710472908,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-04 01:00:00,1,0,0.08684694273171417,0.02443325092656421,0.1496924591687241,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-04 02:00:00,2,0,0.2719685318584278,0.12702773754428037,0.34409729118010146,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-04 03:00:00,2,2,0.0709443064270484,0.14348004744383738,0.6514300162372179,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-04 04:00:00,0,1,0.13347861286383528,0.26866620715399586,0.276480577175753,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-04 05:00:00,3,0,0.4883435983875752,0.42267449912406035,0.5897245973558143,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-04 06:00:00,1,0,0.06015462022321608,0.21939374512099882,0.18510991758912024,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-04 07:00:00,0,1,0.3419154848310846,0.0797694369116763,0.29328561187327246,HYBRID_OPEN_SYNTHETIC
Stollery Children's Hospital,Edmonton,Edmonton,2026-06-04 08:00:00,4,0,0.2611550653184395,0.14663519845509912,0.585383161949285,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-05-31 09:00:00,0,1,0.04550633328946203,0.2284983889535565,0.24301141889083178,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-05-31 10:00:00,0,0,0.6655522744703495,0.2478108090847423,0.24087301485034118,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-05-31 11:00:00,2,0,0.5406660062678309,0.48538341712141764,0.49817083352170455,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-05-31 12:00:00,2,0,0.09898663295256561,0.37322228463882856,0.34982515984726065,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-05-31 13:00:00,1,0,0.21527950423333056,0.26014943164049176,0.23751113614624075,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-05-31 14:00:00,1,0,0.11099345510891188,0.3854863947240683,0.23588517426979033,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-05-31 15:00:00,1,0,0.24468437956616967,0.5267791193222134,0.3044030325294145,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-05-31 16:00:00,3,0,0.3161828572199293,0.2541024879401268,0.5044337473684081,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-05-31 17:00:00,1,0,0.45388006262887176,0.42545944170488775,0.3406874947111594,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-05-31 18:00:00,2,0,0.4773505275075505,0.5651618277265871,0.4979937498019633,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-05-31 19:00:00,3,2,0.3809402082122093,0.27096583901664745,0.886275742883081,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-05-31 20:00:00,3,1,0.11983470741285088,0.5653259830327478,0.6979254343428029,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-05-31 21:00:00,2,1,0.023841976115869044,0.3788536036025071,0.5100235461049949,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-05-31 22:00:00,0,0,0.13957922203002038,0.24970931006804303,0.09401823038337517,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-05-31 23:00:00,1,2,0.06967138529177921,0.40581612110310394,0.588787534524381,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-01 00:00:00,3,0,0.41435191920775244,0.17349161172426092,0.5141866919575081,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-01 01:00:00,1,2,0.023762632000965993,0.30865244859829677,0.5545570756518957,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-01 02:00:00,1,0,0.13481752480072887,0.07975260345749906,0.17529447970485387,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-01 03:00:00,0,0,0.39817551468179463,0.04859534474269032,0.12218011995429438,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-01 04:00:00,0,0,0.6862402520460127,0.269192419093933,0.25136960277354886,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-01 05:00:00,0,0,0.2984595639344348,0.008423304409205882,0.08542180487166705,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-01 06:00:00,2,1,0.03206978202357608,0.19890363045580833,0.4727383376668791,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-01 07:00:00,1,0,0.18741880690060764,0.04137542866431666,0.1815798602383198,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-01 08:00:00,1,0,0.14165247537348424,0.025979878429504295,0.16537826635906655,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-01 09:00:00,1,2,0.35027422368052563,0.17826067395571474,0.6172941309008044,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-01 10:00:00,3,1,0.15938860461325324,0.07596936160807494,0.6013420688454874,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-01 11:00:00,0,1,0.21850026889595847,0.06042753612120275,0.254474133237533,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-01 12:00:00,1,0,0.07246693684972969,0.048175115158427026,0.15088926765277827,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-01 13:00:00,2,1,0.28219827563054417,0.006230668577912432,0.500386264263693,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-01 14:00:00,1,0,0.40718966245723826,0.09575172914787669,0.2550784859005596,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-01 15:00:00,1,0,0.3139753123595387,0.2618055955408733,0.26551031847966294,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-01 16:00:00,2,1,0.35873915029841363,0.039841496879376624,0.5292120913970186,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-01 17:00:00,2,0,0.44651757042551676,0.005989478086549993,0.3663426048981857,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-01 18:00:00,0,0,0.031227068339560047,0.048403865105348,0.019392429458253375,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-01 19:00:00,3,1,0.4045629665110054,0.052277914322300535,0.6647787717739877,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-01 20:00:00,2,0,0.02539272920268595,0.14809006869234678,0.27968977928906835,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-01 21:00:00,1,1,0.39035900730455986,0.07613640230200358,0.4260505305517176,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-01 22:00:00,1,0,0.12031566817425694,0.0541871985084666,0.1656095707606546,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-01 23:00:00,4,0,0.3931202611061401,0.06842648034960898,0.6051274987866332,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-02 00:00:00,0,0,0.1272273561403311,0.0068305399549549745,0.03712637850938281,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-02 01:00:00,1,0,0.10734621082036716,0.25286814044876427,0.20568792992843093,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-02 02:00:00,0,0,0.14405615540209596,0.0036371481740548007,0.04113589611087893,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-02 03:00:00,0,0,0.22852434442580302,0.11313420532854881,0.0888763416115056,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-02 04:00:00,0,0,0.5732495848928301,0.24583946290979491,0.2145945656101473,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-02 05:00:00,2,0,0.05247840917361079,0.10989788197413332,0.2788714886029203,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-02 06:00:00,3,0,0.13607897226125684,0.0777499219508504,0.415207095062339,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-02 07:00:00,4,0,0.4696257896407835,0.013369670189496875,0.6144365485411086,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-02 08:00:00,4,0,0.31728532842564494,0.21792175906152325,0.6167826789527158,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-02 09:00:00,1,0,0.3347266210070988,0.09851863278340031,0.23539755309433572,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-02 10:00:00,0,0,0.14839717730208768,0.013298357515642196,0.04447684829802583,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-02 11:00:00,3,1,0.19017526233721466,0.08119276250370476,0.6111114812052352,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-02 12:00:00,1,1,0.027336865547077045,0.023209699798627415,0.3127604563088796,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-02 13:00:00,1,0,0.13863764766243555,0.028311632196430344,0.16504710042869664,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-02 14:00:00,0,0,0.07574773983587298,0.045049386137861185,0.031120232104373896,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-02 15:00:00,4,1,0.357881463930946,0.22628285729069159,0.8099890385046169,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-02 16:00:00,1,0,0.22870938727377282,0.26803519408926746,0.24300637113629522,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-02 17:00:00,1,1,0.13581796989182016,0.0037937245778164545,0.33886365097682924,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-02 18:00:00,2,0,0.13503701312913155,0.1865962662400523,0.31886154224896834,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-02 19:00:00,1,0,0.07655344517217143,0.16165610089820132,0.17699930684581228,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-02 20:00:00,0,0,0.35398791609343405,0.317909108487623,0.1690566203734386,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-02 21:00:00,0,0,0.42226505063568337,0.12556151611798347,0.14585774772394772,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-02 22:00:00,2,0,0.03855611874585892,0.12386341157462967,0.278045663795259,HYBRID_OPEN_SYNTHETIC
Alberta Children's Hospital,Calgary,Calgary,2026-06-02 23:00:00,2,0,0.061765501717142596,0.10945353774157573,0.2813741187839466,HYBRID_OPEN_SYNTHETIC
